City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
442,Andenes,NO,57.92,broken clouds,69.3143,16.1194,Andrikken Hotel
443,Kenai,US,67.03,broken clouds,60.5544,-151.2583,Aspen Extended Stay Suites
444,Camaqua,BR,56.59,broken clouds,-30.8511,-51.8122,Bartz Hotel
445,Kozienice,PL,68.76,few clouds,51.5829,21.5478,Zajazd Rycerski sala weselna noclegi
446,Rudnichnyy,RU,61.88,broken clouds,59.617,52.4703,Gostinitsa
447,Eirunepe,BR,78.1,overcast clouds,-6.6603,-69.8736,Aquariu's Hotel
449,Majene,ID,75.18,few clouds,-3.5403,118.9707,Puri Lembang Majene
452,Haimen,CN,78.69,overcast clouds,23.1935,116.6142,Huangcheng Hotel
453,General Roca,AR,51.62,broken clouds,-39.0333,-67.5833,Hotel El Recreo
455,Batouri,CM,69.91,overcast clouds,4.4333,14.3667,Hotel Hollywood
458,Barsovo,RU,60.93,clear sky,61.1667,73.1667,Hotel Yunost
459,Udachnyy,RU,44.46,overcast clouds,66.4167,112.4,Udachny Hostel
462,Nianzishan,CN,66.54,clear sky,47.5167,122.8833,Haitong Fashion Hotel
464,Budogoshch,RU,60.21,scattered clouds,59.2816,32.4707,"Zagorodnyy Otel' ""Volkhov Most"""
465,Mareeba,AU,66.43,broken clouds,-17.0,145.4333,Mareeba Motor Inn
467,Lufilufi,WS,74.98,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
469,Churapcha,RU,66.87,scattered clouds,62.0025,132.4325,"""Tusku"""
470,Macamic,CA,68.43,broken clouds,48.7502,-78.9996,"Maison Tardif Enr. - Chambre à Macamic, QC"
471,Suntar,RU,52.57,overcast clouds,62.1444,117.6319,Gostevoy Dom
472,Villa Alemana,CL,62.33,clear sky,-33.0422,-71.3733,Tierras Del Sol
473,Armidale,AU,53.53,light rain,-30.5167,151.65,Rydges Armidale
475,Akureyri,IS,48.13,few clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
476,Le Port,RE,66.16,light rain,-20.9373,55.2919,Lodge Roche Tamarin & Spa Village Nature
477,Vila Franca Do Campo,PT,73.81,light rain,37.7167,-25.4333,Pestana Bahia Praia
478,Lagos,NG,73.69,overcast clouds,6.5833,3.75,Vintage Suites
479,Aleksandrov Gay,RU,77.43,scattered clouds,50.147,48.5704,Gostinitsa
482,Kaeo,NZ,54.32,clear sky,-35.1,173.7833,Pacific Harbour Lodge
483,Alofi,NU,78.69,scattered clouds,-19.0595,-169.9187,Taloa Heights
484,Dilla,ET,63.72,overcast clouds,6.41,38.31,Delight International Hotel
487,Panguna,PG,75.88,broken clouds,-6.3164,155.4848,DJ Garden Lodge
488,Axim,GH,72.9,broken clouds,4.8699,-2.2405,Ankobra Beach Resort
489,Mount Isa,AU,67.77,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
490,Bundaberg,AU,63.21,broken clouds,-24.85,152.35,Boulevard Lodge
491,Galle,LK,78.62,overcast clouds,6.0367,80.217,Galle Fort Hotel
492,Iseyin,NG,70.03,broken clouds,7.9667,3.6,Momak Hotels And Suites
493,Fort Nelson,CA,63.99,broken clouds,58.8053,-122.7002,Lakeview Inns & Suites - Fort Nelson
494,Tynda,RU,62.92,moderate rain,55.1667,124.7167,Gostinitsa Safari
500,Xuanhua,CN,74.64,clear sky,40.6103,115.0447,7 Days Premium·zhangjiakou Xuanhua Zhonglou
502,Buta,CD,70.02,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
504,Jiancheng,CN,76.41,clear sky,30.391,104.5491,7 Days Premium·jianyang City Centre
506,Zhangye,CN,76.32,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
507,Dzerzhinsk,RU,66.02,few clouds,56.2389,43.4631,Chernorechye
509,El Puerto De Santa Maria,ES,76.24,clear sky,36.5939,-6.233,Duques de Medinaceli
510,Fairlie,GB,55.31,few clouds,55.756,-4.8556,Brisbane House Hotel
511,Haicheng,CN,75.9,overcast clouds,40.8516,122.7475,Country Garden Phoenix Hotel
512,Palu,ID,74.07,broken clouds,-0.8917,119.8707,Swiss-Belhotel Silae Palu
513,Kirkenaer,NO,59.43,overcast clouds,60.4564,12.0582,Skaslien Gjestgiveri
516,Kibala,TD,69.75,clear sky,9.1104,18.3463,Prasant Hotels
517,Tavrichanka,RU,75.06,light rain,43.3378,131.8639,History hotel
518,Paamiut,GL,45.05,overcast clouds,61.994,-49.6678,Hotel Ivaana
519,Faya,SA,66.31,light rain,18.3851,42.4509,Abha Palace Hotel
520,Portland,US,78.64,broken clouds,45.5234,-122.6762,River's Edge Hotel
523,Turka,UA,57.79,clear sky,49.1541,23.0297,Hotel Arłamów
524,Gamba,GA,69.21,few clouds,-2.65,10.0,Laguna guest house
525,Vila Velha,BR,75.15,clear sky,-20.3297,-40.2925,Quality Suites Vila Velha
526,Birjand,IR,73.87,clear sky,32.8663,59.2211,مهمان پذیر نوید
528,Bacolod,PH,77.07,overcast clouds,10.6667,122.95,Park Inn by Radisson Bacolod
530,Limbang,MY,77.11,overcast clouds,4.75,115.0,OYO 90376 Centre Point Hotel
531,Kanker,IN,75.16,overcast clouds,20.2719,81.4931,Kanker Palace Heritage
532,Tauberbischofsheim,DE,78.51,clear sky,49.6247,9.6628,Gasthaus & Hotel Drei Lilien
533,Hasaki,JP,72.28,overcast clouds,35.7333,140.8333,Inubosaki Hotel
534,Nikolayevsk-Na-Amure,RU,63.36,overcast clouds,53.1406,140.73,"Hotel ""North"""
535,Sovetskiy,RU,61.47,scattered clouds,61.3614,63.5842,Hotel Alexandria
536,Hastings,GB,68.99,overcast clouds,50.8552,0.5729,Royal Victoria Hotel
537,Asau,RO,67.28,clear sky,46.4333,26.4,Cabana Duca
538,Hokitika,NZ,50.92,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
539,Flin Flon,CA,64.24,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
540,Orsk,RU,59.9,clear sky,51.2049,58.5668,Salyut
541,Micheweni,TZ,72.55,clear sky,-4.9667,39.8333,The Aiyana
544,Liverpool,GB,59.61,broken clouds,53.4106,-2.9779,Hotel Pullman Liverpool
545,Santa Maria,BR,58.3,overcast clouds,-29.6842,-53.8069,Itaimbé Palace Hotel
546,Asmara,ER,62.06,overcast clouds,15.3333,38.9333,Asmara Palace Hotel
547,Sol-Iletsk,RU,65.32,clear sky,51.1631,54.9918,Hotel Volga
548,Yumen,CN,78.4,broken clouds,40.2833,97.2,Haodu Hotel
549,Plettenberg Bay,ZA,55.96,overcast clouds,-34.0527,23.3716,The Plettenberg Hotel
550,Ayia Trias,GR,72.63,clear sky,38.35,22.9167,Hotel Athina
553,Pitsunda,GE,73.58,clear sky,43.1592,40.3378,AMSHIN-PItsunda
554,Borgarnes,IS,53.65,broken clouds,64.5383,-21.9206,B59 Hótel
555,Quang Ngai,VN,77.65,overcast clouds,15.1167,108.8,Central Hotel
559,Porirua,NZ,55.85,scattered clouds,-41.1333,174.85,Amethyst Court Motor lodge (Best Price on direct bookings)
560,Los Llanos De Aridane,ES,71.35,overcast clouds,28.6585,-17.9182,Hotel Hacienda de Abajo
561,Wasilla,US,66.06,clear sky,61.5814,-149.4394,Best Western Lake Lucille Inn
562,Apatity,RU,56.53,overcast clouds,67.5641,33.4031,"Hotel ""Amethyst"""
563,Chadiza,ZM,59.61,clear sky,-14.0678,32.4392,Chadiza Guest House
568,Benito Juarez,MX,77.0,broken clouds,19.385,-99.165,Hotel Galería Plaza Reforma
569,Chake Chake,TZ,70.9,clear sky,-5.2459,39.7666,Pemba Misali Sunset Beach
570,Vyazniki,RU,66.06,broken clouds,56.25,42.1667,Tranzit
571,Kyren,RU,58.24,overcast clouds,51.6828,102.1408,Tunka-350
573,Iskateley,RU,63.27,overcast clouds,67.6803,53.1512,Hotel North Palmyra
574,Husavik,IS,44.29,overcast clouds,66.0449,-17.3389,Fosshotel Húsavík
577,Inhambane,MZ,66.34,clear sky,-23.865,35.3833,Hotel Casa Do Capitão
579,Meulaboh,ID,75.87,overcast clouds,4.1363,96.1285,Bin Daod Hotel and Restaurant
580,Shingu,JP,79.9,clear sky,33.7333,135.9833,Hotel New Palace
581,Touros,BR,75.97,few clouds,-5.1989,-35.4608,Hotel Vila Gale Touros
582,Buin,CL,62.42,clear sky,-33.7333,-70.75,Hostal Condell
583,Pitimbu,BR,75.79,clear sky,-7.4706,-34.8086,Pousada O Nativo
584,Naze,JP,77.92,overcast clouds,28.3667,129.4833,山羊島ホテル
587,Ratnagiri,IN,79.07,moderate rain,16.9833,73.3,Hotel Sea Fans
588,Olafsvik,IS,49.78,clear sky,64.8945,-23.7142,Hotel Olafsvik
589,Burnie,AU,53.92,overcast clouds,-41.0667,145.9167,Ikon Hotel
591,Les Herbiers,FR,69.51,overcast clouds,46.8667,-1.0167,B&B HOTEL Les Herbiers
593,Chitral,PK,74.98,few clouds,35.8462,71.7858,Roomy Hindukush Sarai Chitral
594,Necochea,AR,44.92,clear sky,-38.5473,-58.7368,Ñikén Hotel & Spa
595,Milnathort,GB,53.67,scattered clouds,56.2269,-3.4193,The Green Hotel
596,Mumford,GH,73.58,overcast clouds,5.2618,-0.759,Blue Diamond Beach and Spa Resort
597,Peniche,PT,68.29,overcast clouds,39.3558,-9.3811,Hotel MH Atlântico
601,Tura,IN,73.99,broken clouds,25.5198,90.2201,Hotel Polo Orchid
602,Lisala,CD,70.03,broken clouds,2.15,21.5167,Guest house Eden
605,Sibolga,ID,73.76,overcast clouds,1.7427,98.7792,Hotel Wisata Indah
606,Cooma,AU,47.97,clear sky,-36.2333,149.1333,Cooma Motor Inn
607,Prince Rupert,CA,62.29,overcast clouds,54.3161,-130.3201,Crest Hotel
609,San Ramon De La Nueva Oran,AR,68.43,overcast clouds,-23.1322,-64.326,Victoria Apart
613,Quzhou,CN,79.45,few clouds,28.9594,118.8686,Royal Plaza Hotel
616,Kurilsk,RU,54.36,broken clouds,45.2333,147.8833,Hotel Ostrov
617,Paldiski,EE,71.6,clear sky,59.3567,24.0531,Paldiski Hotel
619,Santa Rosa,PH,78.78,moderate rain,14.3122,121.1114,El Cielito Hotel - Sta. Rosa
623,Panguipulli,CL,42.98,overcast clouds,-39.6333,-72.3333,Hotel 381 Panguipulli
624,Morogoro,TZ,63.72,few clouds,-6.8167,37.6667,Morogoro Hotel
625,Neiafu,TO,79.48,broken clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
627,Lebedyn,UA,64.45,broken clouds,50.5852,34.4849,Hanna
628,Katsina,NG,77.36,overcast clouds,12.9894,7.6006,Albustan Hotel
629,Kushiro,JP,57.97,overcast clouds,42.975,144.3747,ANAクラウンプラザホテル釧路
630,Komsomolskiy,UZ,75.81,clear sky,40.4272,71.7189,Hotel Di
632,Yanam,IN,77.0,broken clouds,16.7333,82.2167,The Regency Hotel
633,Mackenzie,CA,59.22,overcast clouds,55.2999,-123.1698,Royal Oak Inn & Suites & RV Park
635,Mosjoen,NO,52.32,light rain,65.836,13.1908,Fru Haugans Hotel
636,Vardo,NO,51.78,overcast clouds,70.3705,31.1107,Vardø Hotel AS
640,Kawalu,ID,67.6,overcast clouds,-7.3817,108.2082,Hotel Asri Tasikmalaya
643,San Isidro,PE,62.19,broken clouds,-12.1167,-77.05,BTH Hotel Boutique Concept
645,Puerto Madryn,AR,47.08,scattered clouds,-42.7692,-65.0385,Hotel Península Valdés
646,Brive-La-Gaillarde,FR,66.16,broken clouds,45.25,1.5,Logis Hôtel le Relais du Bas Limousin
648,Pringsewu,ID,72.01,overcast clouds,-5.3582,104.9744,Regency Hotel Pringsewu
649,Moyale,KE,68.43,overcast clouds,3.5167,39.0584,Holale Resort
651,Azangaro,PE,55.33,broken clouds,-14.9167,-70.2167,Hotel hotel
652,Shibetsu,JP,58.41,overcast clouds,43.659,145.132,Hotel Kawabata Shibetsu
656,Krasnogorsk,RU,75.06,clear sky,55.8225,37.3181,Hampton by Hilton Moscow Strogino
657,Matagami,CA,66.31,scattered clouds,49.7502,-77.6328,Motel Le Caribou
658,Blagoveshchensk,RU,72.21,moderate rain,50.2667,127.5333,Mercure Blagoveshchensk
659,Ornskoldsvik,SE,61.75,scattered clouds,63.2909,18.7153,Elite Plaza Hotel Örnsköldsvik
660,Skibotn,NO,54.86,scattered clouds,69.3913,20.2679,Skibotn Hotel
662,Buchanan,LR,75.09,overcast clouds,5.8808,-10.0467,Hotel Buchanan Liberia
665,Havre,FR,64.17,clear sky,49.5833,0.3333,Leclair Logis
668,Siavonga,ZM,68.58,clear sky,-16.5382,28.7088,Lake Safari Lodge
669,Birin,NP,63.61,scattered clouds,26.8865,88.0718,Kanyam Inn
670,Ourinhos,BR,78.67,broken clouds,-22.9789,-49.8706,ibis Ourinhos
671,Kroya,ID,72.03,overcast clouds,-7.6331,109.2461,Arrya Guna Hotel Kemranjen
672,Kashi,CN,76.21,clear sky,39.4547,75.9797,Radisson Blu Hotel Kashgar
674,Beberibe,BR,76.62,few clouds,-4.1797,-38.1306,Pousada Ocas do Índio
675,Ankang,CN,76.23,clear sky,32.68,109.0172,Xana Hotelle Huayuan Blvd Modern City Branch
677,Neryungri,RU,61.84,moderate rain,56.6709,124.6491,Hotel Timpton
678,Devin,BG,60.87,light rain,41.7433,24.4,Ismena SPA Hotel
679,Carballo,ES,71.02,overcast clouds,43.213,-8.691,Hotel Pensua Punta Del Este
681,Pau,FR,72.25,overcast clouds,43.4167,-0.5833,Le Reflet des Torches
682,Moerai,PF,72.01,broken clouds,-22.4333,-151.3333,VAITUMU VILLAGE
683,Constantine,DZ,74.61,few clouds,36.365,6.6147,ibis Constantine
685,Vanimo,PG,77.68,overcast clouds,-2.6741,141.3028,Vanimo Beach Hotel
687,La Ronge,CA,64.65,overcast clouds,55.1001,-105.2842,The Harbour Inn
688,Smithers,CA,61.12,broken clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
689,Manchester,GB,59.32,few clouds,53.4809,-2.2374,"Hotel Football, Old Trafford, a Tribute Portfolio Hotel"
690,Daru,PG,78.67,overcast clouds,-9.0763,143.2092,Daru hotel
691,Lugovaya,RU,74.53,clear sky,56.05,37.4833,Hotel July
692,Vallenar,CL,68.7,clear sky,-28.5708,-70.7581,Hotel Puerto de Vega
694,Mingaora,PK,72.75,clear sky,34.7758,72.3625,Swat Serena Hotel
695,Rocha,UY,50.07,overcast clouds,-34.4833,-54.3333,Lo de Luna
697,Narasannapeta,IN,79.2,overcast clouds,18.4167,84.05,SPR Grand Hotel
699,Sundsvall,SE,63.97,overcast clouds,62.3913,17.3063,Scandic Sundsvall Nord
700,Kimbe,PG,79.47,broken clouds,-5.5502,150.1429,Liamo Reef Resort - Kimbe International Hotel
701,The Pas,CA,66.22,overcast clouds,53.8251,-101.2541,Andersen Inn and Suites
702,Samaipata,BO,51.1,broken clouds,-18.15,-63.8667,El Pueblito Hotel Boutique
